SampleID	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	species_id	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Nyctalus-noctula_SAMEA6809452.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Vespertilionidae	Nyctalus	Metazoa	Chiroptera	Nyctalus noctula	noctule.2	Pipistrellus pipistrellus	Nyctalus_noctula	noctule				Austria		feces	insectivore	carnivore		
Delichon-urbicum_SAMEA6809453.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Hirundinidae	Delichon	Metazoa	Passeriformes	Delichon urbicum	northern_house-martin.1	Hirundo rustica	Delichon_urbicum	Northern house-martin				Austria		feces	insectivore	carnivore		
Esox-lucius_SAMEA6809640.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Esocidae	Esox	Metazoa	Esociformes	Esox lucius	northern_pike.1	Esox lucius	Esox_lucius	northern pike				Austria		feces	carnivore	carnivore		
Esox-lucius_SAMEA6809641.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Esocidae	Esox	Metazoa	Esociformes	Esox lucius	northern_pike.2	Esox lucius	Esox_lucius	northern pike				Austria		feces	carnivore	carnivore		
Tupaia-belangeri_SAMEA6809393.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Tupaiidae	Tupaia	Metazoa	Scandentia	Tupaia belangeri	northern_tree_shrew.1	Tupaia belangeri	Tupaia_belangeri	northern tree shrew				Austria		feces	omnivore	omnivore		
Tupaia-belangeri_SAMEA6809395.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Tupaiidae	Tupaia	Metazoa	Scandentia	Tupaia belangeri	northern_tree_shrew.2	Tupaia belangeri	Tupaia_belangeri	northern tree shrew				Austria		feces	omnivore	omnivore		
Equus-hemionus_SAMEA6809357.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus hemionus	onager.1	Equus asinus	Equus_hemionus	onager				Iran		feces	herbivore	herbivore		
Equus-hemionus_SAMEA6809371.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus hemionus	onager.2	Equus asinus	Equus_hemionus	onager				Iran		feces	herbivore	herbivore		
Sus-scrofa_SAMEA6809374.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus scrofa	pig.2	Sus scrofa	Sus_scrofa	pig				Austria		feces	"omnivore, insectivore"	omnivore		
Sus-scrofa_SAMEA6809386.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus scrofa	pig.3	Sus scrofa	Sus_scrofa	pig				Austria		feces	"omnivore, insectivore"	omnivore		
Lepus-tolai_SAMEA6809582.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Leporidae	Lepus	Metazoa	Lagomorpha	Lepus tolai	pika.1	Lepus timidus 	Lepus_tolai	Pika				Mongolia		feces	herbivore	herbivore		
Sander-lucioperca_SAMEA6809460.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Percidae	Sander	Metazoa	Perciformes	Sander lucioperca	pike-perch.1	Sander lucioperca	Sander_lucioperca	pike-perch				Austria		feces	carnivore	carnivore		
Equus-przewalskii_SAMEA6809560.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus przewalskii	przewalski_horse.2	Equus przewalskii	Equus_przewalskii	Przewalski_horse				Mongolia		feces	herbivore	herbivore		
Equus-przewalskii_SAMEA6809561.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus przewalskii	przewalski_horse.3	Equus przewalskii	Equus_przewalskii	Przewalski_horse				Austria		feces	herbivore	herbivore		
Nycticebus-pygmaeus_SAMEA6809443.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Lorisidae	Nycticebus	Metazoa	Primates	Nycticebus pygmaeus	pygmy_slow_loris.1	Nycticebus coucang	Nycticebus_pygmaeus	pygmy slow loris				Viet Nam		feces	"omnivore, gummivore"	omnivore		
Nycticebus-pygmaeus_SAMEA6809444.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Lorisidae	Nycticebus	Metazoa	Primates	Nycticebus pygmaeus	pygmy_slow_loris.2	Nycticebus coucang	Nycticebus_pygmaeus	pygmy slow loris				Viet Nam		feces	"omnivore, gummivore"	omnivore		
Equus-burchellii_SAMEA6809586.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus burchellii quagga	quagga.1	Equus asinus	Equus_burchellii	Quagga				Tanzania		feces	herbivore	herbivore		
Equus-burchellii_SAMEA6809593.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus burchellii quagga	quagga.2	Equus asinus	Equus_burchellii	Quagga				Austria		feces	herbivore	herbivore		
Oryctolagus-cuniculus_SAMEA6809437.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Leporidae	Oryctolagus	Metazoa	Lagomorpha	Oryctolagus cuniculus	rabbit.1	Oryctolagus cuniculus	Oryctolagus_cuniculus	rabbit				Austria		feces	herbivore	herbivore		
Oryctolagus-cuniculus_SAMEA6809522.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Leporidae	Oryctolagus	Metazoa	Lagomorpha	Oryctolagus cuniculus	rabbit.2	Oryctolagus cuniculus	Oryctolagus_cuniculus	rabbit				Austria		gut	herbivore	herbivore		
Oryctolagus-cuniculus_SAMEA6809559.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Leporidae	Oryctolagus	Metazoa	Lagomorpha	Oryctolagus cuniculus	rabbit.3	Oryctolagus cuniculus	Oryctolagus_cuniculus	rabbit				Austria		feces	herbivore	herbivore		
Procyon-lotor_SAMEA6809526.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Procyonidae	Procyon	Metazoa	Carnivora	Procyon lotor	raccoon.1	Procyon lotor	Procyon_lotor	raccoon				Costa Rica		feces	carnivore	carnivore		
Nyctereutes-procyonoides_SAMEA6809373.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Nyctereutes	Metazoa	Carnivora	Nyctereutes procyonoides	raccoon_dog.2	Vulpes lagopus	Nyctereutes_procyonoides	raccoon dog				Austria		feces	omnivore	omnivore		
Nyctereutes-procyonoides_SAMEA6809491.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Nyctereutes	Metazoa	Carnivora	Nyctereutes procyonoides	raccoon_dog.3	Vulpes lagopus	Nyctereutes_procyonoides	raccoon dog				Austria		feces	omnivore	omnivore		
Oncorhynchus-mykiss_SAMEA6809413.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Salmonidae	Oncorhynchus	Metazoa	Salmoniformes	Oncorhynchus mykiss	rainbow_trout.1	Oncorhynchus mykiss	Oncorhynchus_mykiss	rainbow trout				Austria		feces	carnivore	carnivore		
Cervus-elaphus_SAMEA6809429.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cervidae	Cervus	Metazoa	Artiodactyla	Cervus elaphus	red_deer.1	Cervus elaphus hippelaphus	Cervus_elaphus	red deer				Austria		feces	herbivore	herbivore		
Vulpes-vulpes_SAMEA6809362.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Vulpes	Metazoa	Carnivora	Vulpes vulpes	red_fox.1	Vulpes vulpes	Vulpes_vulpes	red fox				Germany		feces	omnivore	omnivore		
Vulpes-vulpes_SAMEA6809599.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Canidae	Vulpes	Metazoa	Carnivora	Vulpes vulpes	red_fox.2	Vulpes vulpes	Vulpes_vulpes	red fox				Austria		feces	omnivore	omnivore		
Pygathrix-nemaeus_SAMEA6809445.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cercopithecidae	Pygathrix	Metazoa	Primates	Pygathrix nemaeus	red_shanked_douc_langur.1	Pygathrix nemaeus	Pygathrix_nemaeus	Red shanked douc langur				Viet Nam		feces	folivore	herbivore		
Nomascus-gabriellae_SAMEA6809391.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Hylobatidae	Nomascus	Metazoa	Primates	Nomascus gabriellae	red-cheeked_gibbon.1	Nomascus leucogenys	Nomascus_gabriellae	Red-cheeked gibbon				Viet Nam		feces	frugivore	herbivore		
Phasianus-colchicus_SAMEA6809470.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Phasianidae	Phasianus	Metazoa	Galliformes	Phasianus colchicus	ring-necked_pheasant.1	Phasianus colchicus	Phasianus_colchicus	Ring-necked pheasant				Austria		gut	herbivore	herbivore		
Phasianus-colchicus_SAMEA6809471.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Phasianidae	Phasianus	Metazoa	Galliformes	Phasianus colchicus	ring-necked_pheasant.2	Phasianus colchicus	Phasianus_colchicus	Ring-necked pheasant				Austria		gut	herbivore	herbivore		
Salmo-trutta_SAMEA6809412.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Salmonidae	Salmo	Metazoa	Salmoniformes	Salmo trutta	river_trout.1	Salmo trutta	Salmo_trutta	river trout				Austria		gut	carnivore	carnivore		
Rutilus-rutilus_SAMEA6809408.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Rutilus	Metazoa	Cypriniformes	Rutilus rutilus	roach_minnow.1	Pimephales promelas	Rutilus_rutilus	roach minnow				Austria		gut	carnivore	carnivore		
Lagopus-muta_SAMEA6809382.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Phasianidae	Lagopus	Metazoa	Galliformes	Lagopus muta	rock_ptarmigan.1	Lagopus muta	Lagopus_muta	rock ptarmigan				Austria		feces	herbivore	herbivore		
Corvus-frugilegus_SAMEA6809468.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Corvidae	Corvus	Metazoa	Passeriformes	Corvus frugilegus	rook.1	Corvus hawaiiensis	Corvus_frugilegus	rook				Austria		feces	omnivore	omnivore		
Corvus-frugilegus_SAMEA6809469.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Corvidae	Corvus	Metazoa	Passeriformes	Corvus frugilegus	rook.2	Corvus hawaiiensis	Corvus_frugilegus	rook				Austria		feces	omnivore	omnivore		
Gymnocephalus-cernua_SAMEA6809619.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Percidae	Gymnocephalus	Metazoa	Perciformes	Gymnocephalus cernua	ruffe.1	Perca fluviatilis	Gymnocephalus_cernua	ruffe				Austria		feces	insectivore	carnivore		
Rusa-unicolor_SAMEA6809389.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cervidae	Rusa	Metazoa	Artiodactyla	Rusa unicolor	sambar.1	Przewalskium albirostris	Rusa_unicolor	Sambar				Viet Nam		feces	herbivore	herbivore		
Lacerta-agilis_SAMEA6809517.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Lacertidae	Lacerta	Metazoa	Squamata	Lacerta agilis	sand_lizard.1	Lacerta agilis	Lacerta_agilis	Sand_Lizard				Austria		gut	carnivore	carnivore		
Balaenoptera-borealis_SAMEA6809509.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera borealis	sei_whale.2	Balaenoptera acutorostrata scammoni	Balaenoptera_borealis	sei whale				United Kingdom		feces	filter_feeder	carnivore		
Ovis-aries_SAMEA6809430.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Bovidae	Ovis	Metazoa	Artiodactyla	Ovis aries	sheep.1	Ovis aries	Ovis_aries	sheep				Austria		feces	herbivore	herbivore		
Calamanthus-cautus_SAMEA6809492.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Acanthizidae	Hylacola	Metazoa	Passeriformes	Calamanthus cautus	shy_hylacola.1	Origma solitaria	Calamanthus_cautus	Shy Hylacola				Australia		feces	insectivore	carnivore		
Carassius-gibelio_SAMEA6809500.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Cyprinidae	Carassius	Metazoa	Cypriniformes	Carassius gibelio	silver_bream.1	Carassius auratus	Carassius_gibelio	silver crucian carp				Austria		feces	omnivore	omnivore		
Blicca-bjoerkna_SAMEA6809498.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Blicca	Metazoa	Cypriniformes	Blicca bjoerkna	silver_bream.2	Leuciscus waleckii	Blicca_bjoerkna	Silver_Bream				Austria		feces	insectivore	carnivore		
Blicca-bjoerkna_SAMEA6809499.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Leuciscidae	Blicca	Metazoa	Cypriniformes	Blicca bjoerkna	silver_crucian_carp.1	Leuciscus waleckii	Blicca_bjoerkna	Silver_Bream				Austria		feces	insectivore	carnivore		
Anguis-fragilis_SAMEA6809458.ebi_filtered_r1r2combined_sampleCombined	Chordata	Reptilia	Anguidae	Anguis	Metazoa	Squamata	Anguis fragilis	slow_worm.1	Varanus komodoensis	Anguis_fragilis	Slow worm				Austria		gut	carnivore	carnivore		
Turdus-philomelos_SAMEA6809600.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Turdidae	Turdus	Metazoa	Passeriformes	Turdus philomelos	song_thrush.1	Turdus rufiventris	Turdus_philomelos	song thrush				Austria		feces	omnivore	omnivore		
Didelphis-marsupialis_SAMEA6809533.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Didelphidae	Didelphis	Metazoa	Didelphimorphia	Didelphis marsupialis	southern_opossum.1	Streptococcus didelphis	Didelphis_marsupialis	southern opossum				Costa Rica		gut	omnivore	omnivore		
Choloepus-didactylus_SAMEA6809544.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus didactylus	southern_two-toed_sloth.1	Choloepus didactylus	Choloepus_didactylus	southern two-toed sloth				Austria		feces	folivore	herbivore		
Nomascus-siki_SAMEA6809449.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Hylobatidae	Nomascus	Metazoa	Primates	Nomascus siki	southern_white-cheeked_gibbon.1	Nomascus leucogenys	Nomascus_siki	southern white-cheeked gibbon				Viet Nam		feces	"insectivore, frugivore, folivore"	omnivore		
Mesoplodon-bidens_SAMEA6809510.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Ziphiidae	Mesoplodon	Metazoa	Artiodactyla	Mesoplodon bidens	sowerby's_beaked_whale.1	Mesoplodon bidens	Mesoplodon_bidens	Sowerby's beaked whale				United Kingdom		feces	carnivore	carnivore		
Mustela-eversmannii_SAMEA6809610.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela eversmannii	steppe_polecat.1	Mustela putorius	Mustela_eversmannii	steppe polecat				Austria		feces	carnivore	carnivore		
Mustela-eversmannii_SAMEA6809611.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela eversmannii	steppe_polecat.2	Mustela putorius	Mustela_eversmannii	steppe polecat				Austria		feces	carnivore	carnivore		
Phodopus-sungorus_SAMEA6809361.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cricetidae	Phodopus	Metazoa	Rodentia	Phodopus sungorus	striped_hyena.1	Phodopus sungorus	Phodopus_sungorus	Striped_Desert_Hamster				Austria		gut	omnivore	omnivore		
Notamacropus-eugenii_SAMEA6809478.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Macropodidae	Notamacropus	Metazoa	Diprotodontia	Notamacropus eugenii	tammar_wallaby.1	Notamacropus eugenii	Macropus_eugenii	tammar wallaby				Australia		feces	herbivore	herbivore		
Strix-aluco_SAMEA6809400.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Strigidae	Strix	Metazoa	Strigiformes	Strix aluco	tawny_owl.1	Strix occidentalis	Strix_aluco	Tawny owl				Austria		gut	carnivore	carnivore		
Strix-aluco_SAMEA6809404.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Strigidae	Strix	Metazoa	Strigiformes	Strix aluco	tawny_owl.2	Strix occidentalis	Strix_aluco	Tawny owl				Austria		gut	carnivore	carnivore		
Otolemur-crassicaudatus_SAMEA6809568.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Galagidae	Otolemur	Metazoa	Primates	Otolemur crassicaudatus	thick-tailed_bush_baby.1	Otolemur garnettii	Otolemur_crassicaudatus	thick-tailed bush baby				South Africa		feces	frugivore	herbivore		
Proechimys-semispinosus_SAMEA6809538.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Echimyidae	Proechimys	Metazoa	Rodentia	Proechimys semispinosus	tome's_spiny-rat.1	Myocastor coypus	Proechimys_guairae	Tome's spiny-rat				Costa Rica		gut	omnivore	omnivore		
Meleagris-gallopavo_SAMEA6809513.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Phasianidae	Meleagris	Metazoa	Galliformes	Meleagris gallopavo	turkey.1	Meleagris gallopavo	Meleagris_gallopavo	turkey				Austria		feces	omnivore	omnivore		
Strix-uralensis_SAMEA6809370.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Strigidae	Strix	Metazoa	Strigiformes	Strix uralensis	ural_owl.1	Strix occidentalis caurina	Strix_uralensis	Ural owl				Austria		feces	carnivore	carnivore		
Strix-uralensis_SAMEA6809588.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Strigidae	Strix	Metazoa	Strigiformes	Strix uralensis	ural_owl.2	Strix occidentalis caurina	Strix_uralensis	Ural owl				Austria		feces	carnivore	carnivore		
Strix-uralensis_SAMEA6809608.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Strigidae	Strix	Metazoa	Strigiformes	Strix uralensis	ural_owl.3	Strix occidentalis caurina	Strix_uralensis	Ural owl				Austria		feces	carnivore	carnivore		
Chlorocebus-pygerythrus_SAMEA6809577.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cercopithecidae	Chlorocebus	Metazoa	Primates	Chlorocebus pygerythrus	vervet_monkey.1	Chlorocebus sabaeus	Chlorocebus_pygerythrus	Vervet_Monkey				South Africa		feces	herbivore	herbivore		
Chlorocebus-pygerythrus_SAMEA6809594.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cercopithecidae	Chlorocebus	Metazoa	Primates	Chlorocebus pygerythrus	vervet_monkey.2	Chlorocebus sabaeus	Chlorocebus_pygerythrus	Vervet_Monkey				Austria		feces	herbivore	herbivore		
Rallus-aquaticus_SAMEA6809626.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Rallidae	Rallus	Metazoa	Gruiformes	Rallus aquaticus	water_rail.1	Gallirallus okinawae	Rallus_aquaticus	Water_Rail				Austria		feces	omnivore	omnivore		
Erinaceus-europaeus_SAMEA6809365.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Erinaceidae	Erinaceus	Metazoa	Eulipotyphla	Erinaceus europaeus	western_european_hedgehog.1	Erinaceus europaeus	Erinaceus_europaeus	western European hedgehog				Hungary		feces	omnivore	omnivore		
Erinaceus-europaeus_SAMEA6809415.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Erinaceidae	Erinaceus	Metazoa	Eulipotyphla	Erinaceus europaeus	western_european_hedgehog.2	Erinaceus europaeus	Erinaceus_europaeus	western European hedgehog				Austria		feces	omnivore	omnivore		
Macropus-fuliginosus_SAMEA6809476.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Macropodidae	Macropus	Metazoa	Diprotodontia	Macropus fuliginosus	western_gray_kangaroo.1	Notamacropus eugenii	Macropus_fuliginosus	western gray kangaroo				Australia		feces	herbivore	herbivore		
Macropus-fuliginosus_SAMEA6809477.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Macropodidae	Macropus	Metazoa	Diprotodontia	Macropus fuliginosus	western_gray_kangaroo.2	Notamacropus eugenii	Macropus_fuliginosus	western gray kangaroo				Australia		feces	herbivore	herbivore		
Gorilla-gorilla_SAMEA6809514.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla gorilla gorilla	western_lowland_gorilla.1	Gorilla gorilla gorilla	Gorilla_gorilla	western lowland gorilla				Republic of the Congo		feces	herbivore	herbivore		
Gorilla-gorilla_SAMEA6809515.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Hominidae	Gorilla	Metazoa	Primates	Gorilla gorilla gorilla	western_lowland_gorilla.2	Gorilla gorilla gorilla	Gorilla_gorilla	western lowland gorilla				Republic of the Congo		feces	herbivore	herbivore		
Circus-aeruginosus_SAMEA6809466.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Accipitridae	Circus	Metazoa	Accipitriformes	Circus aeruginosus	western_marsh_harrier.1	Haliaeetus leucocephalus	Circus_aeruginosus	western marsh harrier				Austria		gut	carnivore	carnivore		
Circus-aeruginosus_SAMEA6809467.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Accipitridae	Circus	Metazoa	Accipitriformes	Circus aeruginosus	western_marsh_harrier.2	Haliaeetus leucocephalus	Circus_aeruginosus	western marsh harrier				Austria		gut	carnivore	carnivore		
Capreolus-capreolus_SAMEA6809606.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cervidae	Capreolus	Metazoa	Artiodactyla	Capreolus capreolus	western_roe_deer.1	Capreolus capreolus	Capreolus_capreolus	Western roe deer				Austria		feces	herbivore	herbivore		
Ceratotherium-simum_SAMEA6809578.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Rhinocerotidae	Ceratotherium	Metazoa	Perissodactyla	Ceratotherium simum	white_rhinoceros.1	Ceratotherium simum	Ceratotherium_simum	white rhinoceros				South Africa		feces	herbivore	herbivore		
Ciconia-ciconia_SAMEA6809377.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Ciconiidae	Ciconia	Metazoa	Ciconiiformes	Ciconia ciconia	white_stork.1	Ciconia boyciana	Ciconia_ciconia	White stork				Hungary		feces	carnivore	carnivore		
Ciconia-ciconia_SAMEA6809464.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Ciconiidae	Ciconia	Metazoa	Ciconiiformes	Ciconia ciconia	white_stork.2	Ciconia boyciana	Ciconia_ciconia	White stork				Hungary		feces	carnivore	carnivore		
Lagenorhynchus-albirostris_SAMEA6809511.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Delphinidae	Lagenorhynchus	Metazoa	Artiodactyla	Lagenorhynchus albirostris	white-beaked_dolphin.1	Lagenorhynchus obliquidens	Lagenorhynchus_albirostris	white-beaked dolphin				United Kingdom		feces	carnivore	carnivore		
Lagenorhynchus-albirostris_SAMEA6809512.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Delphinidae	Lagenorhynchus	Metazoa	Artiodactyla	Lagenorhynchus albirostris	white-beaked_dolphin.2	Lagenorhynchus obliquidens	Lagenorhynchus_albirostris	white-beaked dolphin				United Kingdom		feces	carnivore	carnivore		
Odocoileus-virginianus_SAMEA6809532.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Cervidae	Odocoileus	Metazoa	Artiodactyla	Odocoileus virginianus	white-tailed_deer.1	Odocoileus virginianus	Odocoileus_virginianus	white-tailed deer				Costa Rica		feces	herbivore	herbivore		
Haliaeetus-albicilla_SAMEA6809398.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Accipitridae	Haliaeetus	Metazoa	Accipitriformes	Haliaeetus albicilla	white-tailed_eagle.1	Haliaeetus albicilla	Haliaeetus_albicilla	white-tailed eagle				Austria		gut	scavenger	carnivore		
Haliaeetus-albicilla_SAMEA6809399.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Accipitridae	Haliaeetus	Metazoa	Accipitriformes	Haliaeetus albicilla	white-tailed_eagle.2	Haliaeetus albicilla	Haliaeetus_albicilla	white-tailed eagle				Austria		gut	scavenger	carnivore		
Camelus-ferus_SAMEA6809572.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Camelidae	Camelus	Metazoa	Artiodactyla	Camelus ferus	wild_bactrian_camel.1	Camelus ferus	Camelus_ferus	Wild Bactrian camel				Mongolia		feces	herbivore	herbivore		
Tringa-glareola_SAMEA6809633.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Scolopacidae	Tringa	Metazoa	Charadriiformes	Tringa glareola	wood_sandpiper.1	Arenaria interpres	Tringa_glareola	Wood_Sandpiper				Austria		feces	insectivore	carnivore		
Tringa-glareola_SAMEA6809634.ebi_filtered_r1r2combined_sampleCombined	Chordata	Aves	Scolopacidae	Tringa	Metazoa	Charadriiformes	Tringa glareola	wood_sandpiper.2	Arenaria interpres	Tringa_glareola	Wood_Sandpiper				Austria		feces	insectivore	carnivore		
Apodemus-flavicollis_SAMEA6809435.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Muridae	Apodemus	Metazoa	Rodentia	Apodemus flavicollis	yellow-necked_field_mouse.1	Apodemus sylvaticus	Apodemus_flavicollis	Yellow-necked field mouse				Austria		gut	omnivore	omnivore		
Apodemus-flavicollis_SAMEA6809456.ebi_filtered_r1r2combined_sampleCombined	Chordata	Mammalia	Muridae	Apodemus	Metazoa	Rodentia	Apodemus flavicollis	yellow-necked_field_mouse.2	Apodemus sylvaticus	Apodemus_flavicollis	Yellow-necked field mouse				Austria		gut	omnivore	omnivore		
Zingel-zingel_SAMEA6809475.ebi_filtered_r1r2combined_sampleCombined	Chordata	Actinopterygii	Percidae	Zingel	Metazoa	Perciformes	Zingel zingel	zingel.1	Sander lucioperca	Zingel_zingel	zingel				Austria		gut	insectivore	carnivore		
