SampleID	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	species_id	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild
Myodes-glareolus_Mousseau88_FIN_256_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.22	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_261_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.23	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_269_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.24	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_275_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.26	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_280_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.27	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_282_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.28	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_293_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.30	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_296_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.31	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_298_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.32	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_312_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.35	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_318_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.36	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_329_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.37	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_365_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.39	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_366_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.40	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_367_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.41	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_368_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.42	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_370_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.43	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_372_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.44	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_373_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.45	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
Myodes-glareolus_Mousseau88_FIN_376_host_filtered_r1r2combined	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	bank_vole.46	Myodes glareolus	Myodes_glareolus	bank vole	flightless	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore		
