sample_name	studyID	SampleID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	
11212.AtbelzLink5	11212	Ateles-belzebuth_AtbelzLink5_GCCAAT_L002_001_filtered_r1r2combined	Ateles-belzebuth_AtbelzLink5_GCCAAT_L002_001_filtered_r1r2combined.fastq.gz	9356600	8642862	white-bellied_spider_monkey.5	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles belzebuth	Ateles geoffroyi	Ateles_belzebuth	white-bellied spider monkey	flightless	Ateles geoffroyi		Not	Ecuador	Rainforest	stool	frugivore	herbivore	wild	
13114.girguis.50.s001	13114	Balaenoptera-physalus_Girguis50_FinBP1_host_filtered_r1r2combined	Balaenoptera-physalus_Girguis50_FinBP1_host_filtered_r1r2combined.fastq.gz	25805216	25690346	fin_whale.1	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera physalus	Balaenoptera physalus	Balaenoptera_physalus	Fin Whale	flightless	Balaenoptera physalus	marine	carnivore	USA			filter_feeder	carnivore	wild	
13114.girguis.50.s002	13114	Balaenoptera-physalus_Girguis50_FinBP2_host_filtered_r1r2combined	Balaenoptera-physalus_Girguis50_FinBP2_host_filtered_r1r2combined.fastq.gz	26189076	25997476	fin_whale.2	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera physalus	Balaenoptera physalus	Balaenoptera_physalus	Fin Whale	flightless	Balaenoptera physalus	marine	carnivore	USA			filter_feeder	carnivore	wild	
13114.girguis.50.s003	13114	Balaenoptera-physalus_Girguis50_FinBP3_host_filtered_r1r2combined	Balaenoptera-physalus_Girguis50_FinBP3_host_filtered_r1r2combined.fastq.gz	9485660	8666152	fin_whale.3	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera physalus	Balaenoptera physalus	Balaenoptera_physalus	Fin Whale	flightless	Balaenoptera physalus	marine	carnivore	USA			filter_feeder	carnivore	wild	
13114.girguis.50.s004	13114	Balaenoptera-physalus_Girguis50_FinBP4_host_filtered_r1r2combined	Balaenoptera-physalus_Girguis50_FinBP4_host_filtered_r1r2combined.fastq.gz	6006446	5274692	fin_whale.4	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera physalus	Balaenoptera physalus	Balaenoptera_physalus	Fin Whale	flightless	Balaenoptera physalus	marine	carnivore	USA			filter_feeder	carnivore	wild	
13114.girguis.50.s005	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK1_host_filtered_r1r2combined	Megaptera-novaeangliae_Girguis50_HumpbackAK1_host_filtered_r1r2combined.fastq.gz	25959438	25955238	humpback_whale.1	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	Megaptera novaeangliae	Megaptera_novaeangliae	Humpback Whale	flightless	Megaptera novaeangliae	marine	carnivore	USA			filter_feeder	carnivore	wild	
13114.girguis.50.s006	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK2_host_filtered_r1r2combined	Megaptera-novaeangliae_Girguis50_HumpbackAK2_host_filtered_r1r2combined.fastq.gz	2019474	2017368	humpback_whale.2	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	Megaptera novaeangliae	Megaptera_novaeangliae	Humpback Whale	flightless	Megaptera novaeangliae	marine	carnivore	USA			filter_feeder	carnivore	wild	
13114.girguis.50.s007	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK3_host_filtered_r1r2combined	Megaptera-novaeangliae_Girguis50_HumpbackAK3_host_filtered_r1r2combined.fastq.gz	4384866	4223578	humpback_whale.3	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	Megaptera novaeangliae	Megaptera_novaeangliae	Humpback Whale	flightless	Megaptera novaeangliae	marine	carnivore	USA			filter_feeder	carnivore	wild	
13114.girguis.50.s008	13114	Megaptera-novaeangliae_Girguis50_HumpbackAK4_host_filtered_r1r2combined	Megaptera-novaeangliae_Girguis50_HumpbackAK4_host_filtered_r1r2combined.fastq.gz	22622244	22276404	humpback_whale.4	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera novaeangliae	Megaptera novaeangliae	Megaptera_novaeangliae	Humpback Whale	flightless	Megaptera novaeangliae	marine	carnivore	USA			filter_feeder	carnivore	wild	
13114.girguis.50.s009	13114	Eubalaena-glacialis_Girguis50_RightEG3_host_filtered_r1r2combined	Eubalaena-glacialis_Girguis50_RightEG3_host_filtered_r1r2combined.fastq.gz	21900760	21888734	north_atlantic_right_whale.1	Chordata	Mammalia	Balaenidae	Eubalaena	Metazoa	Artiodactyla	Eubalaena glacialis	Eubalaena japonica	Eubalaena_glacialis	North Atlantic Right Whale	flightless	Eubalaena japonica	marine	carnivore	Canada			filter_feeder	carnivore	wild	
13114.girguis.50.s010	13114	Eubalaena-glacialis_Girguis50_RightEG4_host_filtered_r1r2combined	Eubalaena-glacialis_Girguis50_RightEG4_host_filtered_r1r2combined.fastq.gz	11556788	11547552	north_atlantic_right_whale.2	Chordata	Mammalia	Balaenidae	Eubalaena	Metazoa	Artiodactyla	Eubalaena glacialis	Eubalaena japonica	Eubalaena_glacialis	North Atlantic Right Whale	flightless	Eubalaena japonica	marine	carnivore	Canada			filter_feeder	carnivore	wild	
13114.girguis.50.s011	13114	Eubalaena-glacialis_Girguis50_RightEG5_host_filtered_r1r2combined	Eubalaena-glacialis_Girguis50_RightEG5_host_filtered_r1r2combined.fastq.gz	8604250	8532742	north_atlantic_right_whale.3	Chordata	Mammalia	Balaenidae	Eubalaena	Metazoa	Artiodactyla	Eubalaena glacialis	Eubalaena japonica	Eubalaena_glacialis	North Atlantic Right Whale	flightless	Eubalaena japonica	marine	carnivore	Canada			filter_feeder	carnivore	wild	
13114.girguis.50.s012	13114	Balaenoptera-borealis_Girguis50_SeiF18_host_filtered_r1r2combined	Balaenoptera-borealis_Girguis50_SeiF18_host_filtered_r1r2combined.fastq.gz	19017362	18638342	sei_whale.1	Chordata	Mammalia	Balaenopteridae	Balaenoptera	Metazoa	Artiodactyla	Balaenoptera borealis	Balaenoptera acutorostrata scammoni	Balaenoptera_borealis	Sei Whale	flightless	Balaenoptera acutorostrata scammoni	marine	carnivore	Canada			filter_feeder	carnivore	wild	
13114.minich.76.s001	13114	Gallus-gallus_Minich76_BM_host_filtered_r1r2combined	Gallus-gallus_Minich76_BM_host_filtered_r1r2combined.fastq.gz	25318810	25317600	chicken.1	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus gallus	Gallus gallus	Gallus_gallus	chicken	flightless	Gallus gallus	"terrestrial, flightless"	omnivore	Malawi			insectivore	carnivore	captive	
13114.minich.76.s002	13114	Bos-taurus_Minich76_CM_host_filtered_r1r2combined	Bos-taurus_Minich76_CM_host_filtered_r1r2combined.fastq.gz	37088366	37087396	cattle.1	Chordata	Mammalia	Bovidae	Bos	Metazoa	Artiodactyla	Bos taurus	Bos taurus	Bos_taurus	cattle	flightless	Bos taurus	"terrestrial, flightless"	herbivore	Malawi			herbivore	herbivore	captive	
13114.minich.76.s003	13114	Numida-meleagris_Minich76_GM_host_filtered_r1r2combined	Numida-meleagris_Minich76_GM_host_filtered_r1r2combined.fastq.gz	25466352	25465244	helmeted_guineafowl.1	Chordata	Aves	Numididae	Numida	Metazoa	Galliformes	Numida meleagris	Numida meleagris	Numida_meleagris	helmeted guineafowl	flightless	Numida meleagris	"terrestrial, flightless"	omnivore	Malawi			herbivore	herbivore	captive	
13114.minich.76.s004	13114	Gallus-gallus_Minich76_LM_host_filtered_r1r2combined	Gallus-gallus_Minich76_LM_host_filtered_r1r2combined.fastq.gz	7277224	7244872	chicken.2	Chordata	Aves	Phasianidae	Gallus	Metazoa	Galliformes	Gallus gallus	Gallus gallus	Gallus_gallus	chicken	flightless	Gallus gallus	"terrestrial, flightless"	omnivore	Malawi			insectivore	carnivore	captive	
13114.minich.76.s005	13114	Sus-scrofa_Minich76_PM_host_filtered_r1r2combined	Sus-scrofa_Minich76_PM_host_filtered_r1r2combined.fastq.gz	24866398	24865776	pig.1	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus scrofa	Sus scrofa	Sus_scrofa	pig	flightless	Sus scrofa	"terrestrial, flightless"	omnivore	Malawi			"omnivore, insectivore"	omnivore	captive	
13114.minich.76.s006	13114	Coturnix-coturnix_Minich76_QM_host_filtered_r1r2combined	Coturnix-coturnix_Minich76_QM_host_filtered_r1r2combined.fastq.gz	20508622	15480404	common_nase.2	Chordata	Aves	Phasianidae	Coturnix	Metazoa	Galliformes	Coturnix coturnix	Coturnix japonica	Coturnix_coturnix	common quail	flighted	Coturnix japonica	"terrestrial, flight"	herbivore/insectivore	Malawi			omnivore	omnivore	captive	
13114.mousseau.88.s001	13114	Myodes-glareolus_Mousseau88_FIN_17_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_17_host_filtered_r1r2combined.fastq.gz	14834806	14228550	bank_vole.11	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s002	13114	Myodes-glareolus_Mousseau88_FIN_18_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_18_host_filtered_r1r2combined.fastq.gz	3967592	3290154	bank_vole.13	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s003	13114	Myodes-glareolus_Mousseau88_FIN_22_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_22_host_filtered_r1r2combined.fastq.gz	8270530	8002734	bank_vole.15	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s004	13114	Myodes-glareolus_Mousseau88_FIN_24_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_24_host_filtered_r1r2combined.fastq.gz	137980	124570	bank_vole.19	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s005	13114	Myodes-glareolus_Mousseau88_FIN_27_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_27_host_filtered_r1r2combined.fastq.gz	10749738	10565976	bank_vole.25	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s006	13114	Myodes-glareolus_Mousseau88_FIN_29_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_29_host_filtered_r1r2combined.fastq.gz	6724040	6663378	bank_vole.29	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s007	13114	Myodes-glareolus_Mousseau88_FIN_30_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_30_host_filtered_r1r2combined.fastq.gz	4276714	3574860	bank_vole.33	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s008	13114	Myodes-glareolus_Mousseau88_FIN_31_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_31_host_filtered_r1r2combined.fastq.gz	12141458	11434820	bank_vole.34	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s009	13114	Myodes-glareolus_Mousseau88_FIN_33_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_33_host_filtered_r1r2combined.fastq.gz	7765648	3550612	bank_vole.38	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s010	13114	Myodes-glareolus_Mousseau88_FIN_45_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_45_host_filtered_r1r2combined.fastq.gz	2776712	2706220	bank_vole.49	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s011	13114	Myodes-glareolus_Mousseau88_FIN_50_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_50_host_filtered_r1r2combined.fastq.gz	99752828	99683498	bank_vole.51	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s012	13114	Myodes-glareolus_Mousseau88_FIN_52_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_52_host_filtered_r1r2combined.fastq.gz	351536	319236	bank_vole.53	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s013	13114	Myodes-glareolus_Mousseau88_FIN_55_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_55_host_filtered_r1r2combined.fastq.gz	266728	176684	bank_vole.55	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s014	13114	Myodes-glareolus_Mousseau88_FIN_59_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_59_host_filtered_r1r2combined.fastq.gz	11363162	9431024	bank_vole.56	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s015	13114	Myodes-glareolus_Mousseau88_FIN_63_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_63_host_filtered_r1r2combined.fastq.gz	178766	149446	bank_vole.57	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s016	13114	Myodes-glareolus_Mousseau88_FIN_68_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_68_host_filtered_r1r2combined.fastq.gz	117143816	115749298	bank_vole.58	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s017	13114	Myodes-glareolus_Mousseau88_FIN_72_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_72_host_filtered_r1r2combined.fastq.gz	3590936	1192258	bank_vole.59	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s018	13114	Myodes-glareolus_Mousseau88_FIN_92_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_92_host_filtered_r1r2combined.fastq.gz	17370	15614	bank_vole.60	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s019	13114	Myodes-glareolus_Mousseau88_FIN_93_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_93_host_filtered_r1r2combined.fastq.gz	188899256	150887970	bank_vole.61	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s020	13114	Myodes-glareolus_Mousseau88_FIN_99_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_99_host_filtered_r1r2combined.fastq.gz	390336	382128	bank_vole.62	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s021	13114	Myodes-glareolus_Mousseau88_FIN_100_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_100_host_filtered_r1r2combined.fastq.gz	8082786	8037102	bank_vole.1	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s022	13114	Myodes-glareolus_Mousseau88_FIN_105_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_105_host_filtered_r1r2combined.fastq.gz	127942	113568	bank_vole.2	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s023	13114	Myodes-glareolus_Mousseau88_FIN_106_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_106_host_filtered_r1r2combined.fastq.gz	23371772	23002302	bank_vole.3	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s024	13114	Myodes-glareolus_Mousseau88_FIN_108_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_108_host_filtered_r1r2combined.fastq.gz	2705914	2510342	bank_vole.4	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s025	13114	Myodes-glareolus_Mousseau88_FIN_110_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_110_host_filtered_r1r2combined.fastq.gz	4059726	4004076	bank_vole.5	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s026	13114	Myodes-glareolus_Mousseau88_FIN_125_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_125_host_filtered_r1r2combined.fastq.gz	3538588	3379292	bank_vole.6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s027	13114	Myodes-glareolus_Mousseau88_FIN_132_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_132_host_filtered_r1r2combined.fastq.gz	2877750	2788764	bank_vole.7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s028	13114	Myodes-glareolus_Mousseau88_FIN_143_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_143_host_filtered_r1r2combined.fastq.gz	1751728	1718236	bank_vole.8	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s029	13114	Myodes-glareolus_Mousseau88_FIN_145_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_145_host_filtered_r1r2combined.fastq.gz	53062070	48058340	bank_vole.9	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s030	13114	Myodes-glareolus_Mousseau88_FIN_147_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_147_host_filtered_r1r2combined.fastq.gz	17508806	17317350	bank_vole.10	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s031	13114	Myodes-glareolus_Mousseau88_FIN_172_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_172_host_filtered_r1r2combined.fastq.gz	2045978	464350	bank_vole.12	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
13114.mousseau.88.s032	13114	Myodes-glareolus_Mousseau88_FIN_209_host_filtered_r1r2combined	Myodes-glareolus_Mousseau88_FIN_209_host_filtered_r1r2combined.fastq.gz	17086918	16573558	bank_vole.14	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes glareolus	Myodes glareolus	Myodes_glareolus	bank vole	flightless	Myodes glareolus	"terrestrial, flightless"	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	
